epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
202,170.792,1.67323,1.89018,2.08323,0.14702,1,0.16583,0.03897,2.9162,2.59201,2.69641,0.00160202,0.00160202,0.00160202
203,171.591,1.58817,1.63774,1.60886,0.14702,1,0.16583,0.03897,2.9162,2.59201,2.69641,0.00160004,0.00160004,0.00160004
204,172.417,2.10039,1.78639,1.90322,0.10466,1,0.14214,0.05169,2.75791,2.46267,2.68367,0.00159806,0.00159806,0.00159806
205,173.225,1.7165,1.49898,1.73543,0.10466,1,0.14214,0.05169,2.75791,2.46267,2.68367,0.00159608,0.00159608,0.00159608
206,174.012,1.62877,1.48921,1.7491,0.10466,1,0.14214,0.05169,2.75791,2.46267,2.68367,0.0015941,0.0015941,0.0015941
207,174.808,1.7833,1.44021,1.81694,0.10466,1,0.14214,0.05169,2.75791,2.46267,2.68367,0.00159212,0.00159212,0.00159212
208,175.637,1.82332,1.82213,1.73118,0.17557,1,0.199,0.05401,3.14066,2.25707,3.02309,0.00159014,0.00159014,0.00159014
209,176.44,1.87552,1.69612,1.92921,0.17557,1,0.199,0.05401,3.14066,2.25707,3.02309,0.00158816,0.00158816,0.00158816
210,177.232,1.59556,1.76227,1.58502,0.17557,1,0.199,0.05401,3.14066,2.25707,3.02309,0.00158618,0.00158618,0.00158618
211,178.035,1.53533,1.45713,1.53203,0.17557,1,0.199,0.05401,3.14066,2.25707,3.02309,0.0015842,0.0015842,0.0015842
212,178.867,2.0332,1.93094,2.05465,0.00794,1,0.05853,0.01387,3.6477,2.39273,3.61007,0.00158222,0.00158222,0.00158222
213,179.648,2.22093,1.79917,1.82085,0.00794,1,0.05853,0.01387,3.6477,2.39273,3.61007,0.00158024,0.00158024,0.00158024
214,180.426,1.51191,1.25172,1.6748,0.00794,1,0.05853,0.01387,3.6477,2.39273,3.61007,0.00157826,0.00157826,0.00157826
215,181.216,1.63469,1.4213,1.74326,0.00794,1,0.05853,0.01387,3.6477,2.39273,3.61007,0.00157628,0.00157628,0.00157628
216,182.017,1.46386,1.2364,1.65568,0.00885,1,0.01199,0.0036,3.7216,2.66917,3.82015,0.0015743,0.0015743,0.0015743
217,182.79,1.74638,1.38173,1.64299,0.00885,1,0.01199,0.0036,3.7216,2.66917,3.82015,0.00157232,0.00157232,0.00157232
218,183.562,1.95113,1.44756,1.76743,0.00885,1,0.01199,0.0036,3.7216,2.66917,3.82015,0.00157034,0.00157034,0.00157034
219,184.337,1.63284,1.16395,1.59531,0.00885,1,0.01199,0.0036,3.7216,2.66917,3.82015,0.00156836,0.00156836,0.00156836
220,185.137,1.50438,1.38185,1.69402,0.00885,1,0.01199,0.0036,3.80223,2.89678,4.03836,0.00156638,0.00156638,0.00156638
221,185.907,1.44177,1.42453,1.86857,0.00885,1,0.01199,0.0036,3.80223,2.89678,4.03836,0.0015644,0.0015644,0.0015644
222,186.685,1.55846,1.4466,1.83507,0.00885,1,0.01199,0.0036,3.80223,2.89678,4.03836,0.00156242,0.00156242,0.00156242
223,187.458,2.09243,1.5031,2.028,0.00885,1,0.01199,0.0036,3.80223,2.89678,4.03836,0.00156044,0.00156044,0.00156044
224,188.274,1.74122,1.54059,1.62433,0.00885,1,0.01199,0.0036,3.56002,3.20669,3.65484,0.00155846,0.00155846,0.00155846
225,189.058,1.30275,1.28397,1.42019,0.00885,1,0.01199,0.0036,3.56002,3.20669,3.65484,0.00155648,0.00155648,0.00155648
226,189.832,1.52939,1.24527,1.54835,0.00885,1,0.01199,0.0036,3.56002,3.20669,3.65484,0.0015545,0.0015545,0.0015545
227,190.618,1.62646,1.65995,1.70071,0.00885,1,0.01199,0.0036,3.56002,3.20669,3.65484,0.00155252,0.00155252,0.00155252
228,191.434,1.36632,1.37089,1.66328,0.00885,1,0.01199,0.0036,3.56723,3.06157,3.57225,0.00155054,0.00155054,0.00155054
229,192.231,1.81708,1.48025,1.72965,0.00885,1,0.01199,0.0036,3.56723,3.06157,3.57225,0.00154856,0.00154856,0.00154856
230,193.004,1.79402,1.6553,1.84456,0.00885,1,0.01199,0.0036,3.56723,3.06157,3.57225,0.00154658,0.00154658,0.00154658
231,193.799,1.42488,1.48706,1.58017,0.00885,1,0.01199,0.0036,3.56723,3.06157,3.57225,0.0015446,0.0015446,0.0015446
232,194.608,1.41515,1.53143,1.58471,0.01087,1,0.02163,0.00544,3.53558,3.05567,3.57922,0.00154262,0.00154262,0.00154262
233,195.39,1.34366,1.19346,1.41024,0.01087,1,0.02163,0.00544,3.53558,3.05567,3.57922,0.00154064,0.00154064,0.00154064
234,196.173,1.85921,1.64293,1.90722,0.01087,1,0.02163,0.00544,3.53558,3.05567,3.57922,0.00153866,0.00153866,0.00153866
235,196.955,1.32827,1.28337,1.55046,0.01087,1,0.02163,0.00544,3.53558,3.05567,3.57922,0.00153668,0.00153668,0.00153668
236,197.769,1.58017,1.51397,1.70799,0.01163,1,0.01309,0.00131,3.80003,2.95206,3.71453,0.0015347,0.0015347,0.0015347
237,198.549,1.35067,1.22301,1.5844,0.01163,1,0.01309,0.00131,3.80003,2.95206,3.71453,0.00153272,0.00153272,0.00153272
238,199.334,1.53193,1.4326,1.82568,0.01163,1,0.01309,0.00131,3.80003,2.95206,3.71453,0.00153074,0.00153074,0.00153074
239,200.124,1.77253,1.56997,1.7033,0.01163,1,0.01309,0.00131,3.80003,2.95206,3.71453,0.00152876,0.00152876,0.00152876
240,200.932,1.61454,1.41354,1.69597,0.01163,1,0.01309,0.00131,3.89702,2.93204,3.94481,0.00152678,0.00152678,0.00152678
241,201.719,1.82921,1.6872,1.79735,0.01163,1,0.01309,0.00131,3.89702,2.93204,3.94481,0.0015248,0.0015248,0.0015248
242,202.489,1.61823,1.28967,1.68307,0.01163,1,0.01309,0.00131,3.89702,2.93204,3.94481,0.00152282,0.00152282,0.00152282
243,203.255,1.59282,1.2176,1.45606,0.01163,1,0.01309,0.00131,3.89702,2.93204,3.94481,0.00152084,0.00152084,0.00152084
244,204.051,1.77379,1.50102,1.71469,0.01351,1,0.4975,0.04975,3.77946,3.18908,3.79749,0.00151886,0.00151886,0.00151886
245,204.826,1.52506,1.19366,1.60569,0.01351,1,0.4975,0.04975,3.77946,3.18908,3.79749,0.00151688,0.00151688,0.00151688
246,205.606,1.47374,1.3178,1.47026,0.01351,1,0.4975,0.04975,3.77946,3.18908,3.79749,0.0015149,0.0015149,0.0015149
247,206.392,1.5048,1.2363,1.48936,0.01351,1,0.4975,0.04975,3.77946,3.18908,3.79749,0.00151292,0.00151292,0.00151292
248,207.217,1.55516,1.15632,1.4987,0.01351,1,0.4975,0.04975,3.26463,3.85501,3.47266,0.00151094,0.00151094,0.00151094
249,207.992,1.51377,1.31368,1.62709,0.01351,1,0.4975,0.04975,3.26463,3.85501,3.47266,0.00150896,0.00150896,0.00150896
250,208.772,1.30014,1.18534,1.4692,0.01351,1,0.4975,0.04975,3.26463,3.85501,3.47266,0.00150698,0.00150698,0.00150698
251,209.554,1.77594,1.53366,1.87582,0.01351,1,0.4975,0.04975,3.26463,3.85501,3.47266,0.001505,0.001505,0.001505
252,210.397,1.69046,1.2856,1.7527,0.01351,1,0.4975,0.04975,3.40395,3.90186,3.41576,0.00150302,0.00150302,0.00150302
253,211.182,1.71061,1.29122,1.75892,0.01351,1,0.4975,0.04975,3.40395,3.90186,3.41576,0.00150104,0.00150104,0.00150104
254,211.973,1.17517,1.34448,1.56997,0.01351,1,0.4975,0.04975,3.40395,3.90186,3.41576,0.00149906,0.00149906,0.00149906
255,212.771,1.59029,1.49984,1.75471,0.01351,1,0.4975,0.04975,3.40395,3.90186,3.41576,0.00149708,0.00149708,0.00149708
256,213.58,1.66278,1.52258,2.0246,0.01351,1,0.4975,0.04975,3.55092,3.78555,3.50509,0.0014951,0.0014951,0.0014951
257,214.365,1.81253,1.67089,1.87338,0.01351,1,0.4975,0.04975,3.55092,3.78555,3.50509,0.00149312,0.00149312,0.00149312
258,215.14,1.80216,1.40522,1.52591,0.01351,1,0.4975,0.04975,3.55092,3.78555,3.50509,0.00149114,0.00149114,0.00149114
259,215.941,1.23908,1.1888,1.49333,0.01351,1,0.4975,0.04975,3.55092,3.78555,3.50509,0.00148916,0.00148916,0.00148916
260,216.75,1.72704,1.3705,1.80407,0.01351,1,0.4975,0.04975,3.61221,4.24298,3.44169,0.00148718,0.00148718,0.00148718
261,217.541,1.49226,1.18942,1.3234,0.01351,1,0.4975,0.04975,3.61221,4.24298,3.44169,0.0014852,0.0014852,0.0014852
262,218.327,1.61169,1.39133,1.70606,0.01351,1,0.4975,0.04975,3.61221,4.24298,3.44169,0.00148322,0.00148322,0.00148322
263,219.121,1.68766,1.31005,1.53693,0.01351,1,0.4975,0.04975,3.61221,4.24298,3.44169,0.00148124,0.00148124,0.00148124
264,219.945,1.22472,1.08128,1.41396,0.01351,1,0.4975,0.04975,3.97647,4.31995,3.60972,0.00147926,0.00147926,0.00147926
265,220.734,1.25334,1.15753,1.35727,0.01351,1,0.4975,0.04975,3.97647,4.31995,3.60972,0.00147728,0.00147728,0.00147728
266,221.508,1.34165,1.24367,1.56113,0.01351,1,0.4975,0.04975,3.97647,4.31995,3.60972,0.0014753,0.0014753,0.0014753
267,222.308,1.27188,1.42477,1.53649,0.01351,1,0.4975,0.04975,3.97647,4.31995,3.60972,0.00147332,0.00147332,0.00147332
268,223.129,1.39079,1.16974,1.47673,0.01351,1,0.4975,0.04975,3.89054,4.49963,3.56987,0.00147134,0.00147134,0.00147134
269,223.919,1.38472,1.18205,1.30379,0.01351,1,0.4975,0.04975,3.89054,4.49963,3.56987,0.00146936,0.00146936,0.00146936
270,224.711,1.56651,1.2353,1.4361,0.01351,1,0.4975,0.04975,3.89054,4.49963,3.56987,0.00146738,0.00146738,0.00146738
271,225.49,1.20594,1.01221,1.42496,0.01351,1,0.4975,0.04975,3.89054,4.49963,3.56987,0.0014654,0.0014654,0.0014654
272,226.307,1.52042,1.19335,1.65031,0.01351,1,0.4975,0.04975,3.72208,4.44902,3.61364,0.00146342,0.00146342,0.00146342
273,227.089,1.56874,1.33018,1.58013,0.01351,1,0.4975,0.04975,3.72208,4.44902,3.61364,0.00146144,0.00146144,0.00146144
274,227.872,1.28105,1.1843,1.54975,0.01351,1,0.4975,0.04975,3.72208,4.44902,3.61364,0.00145946,0.00145946,0.00145946
275,228.657,1.31013,1.22559,1.23133,0.01351,1,0.4975,0.04975,3.72208,4.44902,3.61364,0.00145748,0.00145748,0.00145748
276,229.479,1.43121,1.43959,1.72063,0.01351,1,0.4975,0.04975,3.08841,4.27619,3.58315,0.0014555,0.0014555,0.0014555
277,230.267,1.74119,1.50944,1.8613,0.01351,1,0.4975,0.04975,3.08841,4.27619,3.58315,0.00145352,0.00145352,0.00145352
278,231.055,1.77715,1.86614,2.24825,0.01351,1,0.4975,0.04975,3.08841,4.27619,3.58315,0.00145154,0.00145154,0.00145154
279,231.829,1.45925,1.45112,1.74001,0.01351,1,0.4975,0.04975,3.08841,4.27619,3.58315,0.00144956,0.00144956,0.00144956
280,232.649,1.27743,1.21587,1.38648,0.01351,1,0.4975,0.04975,3.88468,3.46282,3.86296,0.00144758,0.00144758,0.00144758
281,233.43,1.42817,1.24209,1.4524,0.01351,1,0.4975,0.04975,3.88468,3.46282,3.86296,0.0014456,0.0014456,0.0014456
282,234.225,1.52036,1.17208,1.51285,0.01351,1,0.4975,0.04975,3.88468,3.46282,3.86296,0.00144362,0.00144362,0.00144362
283,234.992,1.25345,1.08207,1.70749,0.01351,1,0.4975,0.04975,3.88468,3.46282,3.86296,0.00144164,0.00144164,0.00144164
284,235.805,1.41774,1.17982,1.40625,0.01351,1,0.4975,0.04975,4.10653,3.25127,4.13035,0.00143966,0.00143966,0.00143966
285,236.587,1.56673,1.47831,1.46563,0.01351,1,0.4975,0.04975,4.10653,3.25127,4.13035,0.00143768,0.00143768,0.00143768
286,237.379,1.53013,1.23646,1.61938,0.01351,1,0.4975,0.04975,4.10653,3.25127,4.13035,0.0014357,0.0014357,0.0014357
287,238.179,1.20459,1.19498,1.28198,0.01351,1,0.4975,0.04975,4.10653,3.25127,4.13035,0.00143372,0.00143372,0.00143372
288,239.006,1.25737,1.03311,1.41228,0.01351,1,0.4975,0.04975,3.80637,4.04525,3.603,0.00143174,0.00143174,0.00143174
289,239.801,1.4131,1.14619,1.46492,0.01351,1,0.4975,0.04975,3.80637,4.04525,3.603,0.00142976,0.00142976,0.00142976
290,240.611,1.44243,1.15267,1.58402,0.01351,1,0.4975,0.04975,3.80637,4.04525,3.603,0.00142778,0.00142778,0.00142778
291,241.424,1.51984,1.20482,1.5042,0.01351,1,0.4975,0.04975,3.80637,4.04525,3.603,0.0014258,0.0014258,0.0014258
292,242.264,1.47717,1.19535,1.54356,0.01351,1,0.4975,0.04975,3.35644,4.61979,3.62152,0.00142382,0.00142382,0.00142382
293,243.045,1.23061,1.12305,1.44905,0.01351,1,0.4975,0.04975,3.35644,4.61979,3.62152,0.00142184,0.00142184,0.00142184
294,243.839,1.42033,1.25807,1.5747,0.01351,1,0.4975,0.04975,3.35644,4.61979,3.62152,0.00141986,0.00141986,0.00141986
295,244.641,1.45242,1.15681,1.44543,0.01351,1,0.4975,0.04975,3.35644,4.61979,3.62152,0.00141788,0.00141788,0.00141788
296,245.486,1.40325,1.17081,1.54218,0.01351,1,0.4975,0.04975,3.5427,4.57816,3.62253,0.0014159,0.0014159,0.0014159
297,246.285,1.18853,1.11958,1.2518,0.01351,1,0.4975,0.04975,3.5427,4.57816,3.62253,0.00141392,0.00141392,0.00141392
298,247.077,1.43798,1.32152,1.5852,0.01351,1,0.4975,0.04975,3.5427,4.57816,3.62253,0.00141194,0.00141194,0.00141194
299,247.868,1.26347,1.08933,1.3095,0.01351,1,0.4975,0.04975,3.5427,4.57816,3.62253,0.00140996,0.00140996,0.00140996
300,248.693,1.53295,1.21162,1.50838,0.01351,1,0.4975,0.04975,4.11255,4.12172,3.81895,0.00140798,0.00140798,0.00140798
301,249.487,1.53812,1.30207,1.62,0.01351,1,0.4975,0.04975,4.11255,4.12172,3.81895,0.001406,0.001406,0.001406
302,250.288,1.253,1.1291,1.36593,0.01351,1,0.4975,0.04975,4.11255,4.12172,3.81895,0.00140402,0.00140402,0.00140402
303,251.092,1.2792,1.03026,1.34321,0.01351,1,0.4975,0.04975,4.11255,4.12172,3.81895,0.00140204,0.00140204,0.00140204
304,251.931,1.8053,1.3053,1.8214,0.01351,1,0.4975,0.04975,4.18072,3.75849,4.01141,0.00140006,0.00140006,0.00140006
305,252.738,1.1997,1.17019,1.50589,0.01351,1,0.4975,0.04975,4.18072,3.75849,4.01141,0.00139808,0.00139808,0.00139808
306,253.534,1.48468,1.09769,1.3491,0.01351,1,0.4975,0.04975,4.18072,3.75849,4.01141,0.0013961,0.0013961,0.0013961
307,254.316,1.38235,1.07721,1.45381,0.01351,1,0.4975,0.04975,4.18072,3.75849,4.01141,0.00139412,0.00139412,0.00139412
308,255.137,1.49743,1.20361,1.73343,0.01351,1,0.4975,0.04975,3.84952,3.91143,3.7569,0.00139214,0.00139214,0.00139214
309,255.942,1.29322,1.25892,1.60112,0.01351,1,0.4975,0.04975,3.84952,3.91143,3.7569,0.00139016,0.00139016,0.00139016
310,256.732,1.52461,1.18404,1.70632,0.01351,1,0.4975,0.04975,3.84952,3.91143,3.7569,0.00138818,0.00138818,0.00138818
311,257.531,1.66393,1.78231,2.00371,0.01351,1,0.4975,0.04975,3.84952,3.91143,3.7569,0.0013862,0.0013862,0.0013862
312,258.36,1.34023,1.11779,1.53605,0.01351,1,0.4975,0.04975,3.67986,3.78913,3.77588,0.00138422,0.00138422,0.00138422
313,259.16,1.5165,1.07279,1.57794,0.01351,1,0.4975,0.04975,3.67986,3.78913,3.77588,0.00138224,0.00138224,0.00138224
314,259.962,1.11209,1.07868,1.50793,0.01351,1,0.4975,0.04975,3.67986,3.78913,3.77588,0.00138026,0.00138026,0.00138026
315,260.763,1.29676,1.11927,1.42082,0.01351,1,0.4975,0.04975,3.67986,3.78913,3.77588,0.00137828,0.00137828,0.00137828
316,261.564,1.15593,1.10985,1.45915,0.01351,1,0.4975,0.04975,3.50641,3.94249,3.68249,0.0013763,0.0013763,0.0013763
317,262.357,1.35158,1.0382,1.68808,0.01351,1,0.4975,0.04975,3.50641,3.94249,3.68249,0.00137432,0.00137432,0.00137432
318,263.164,1.4829,1.23669,1.77585,0.01351,1,0.4975,0.04975,3.50641,3.94249,3.68249,0.00137234,0.00137234,0.00137234
319,263.956,1.20173,1.05237,1.45063,0.01351,1,0.4975,0.04975,3.50641,3.94249,3.68249,0.00137036,0.00137036,0.00137036
320,264.768,1.2973,1.00593,1.5984,0.01351,1,0.4975,0.04975,3.4482,4.02855,3.61814,0.00136838,0.00136838,0.00136838
321,265.562,1.61493,1.58707,1.90962,0.01351,1,0.4975,0.04975,3.4482,4.02855,3.61814,0.0013664,0.0013664,0.0013664
322,266.357,1.22136,1.04303,1.41349,0.01351,1,0.4975,0.04975,3.4482,4.02855,3.61814,0.00136442,0.00136442,0.00136442
323,267.155,1.39356,1.26335,1.39631,0.01351,1,0.4975,0.04975,3.4482,4.02855,3.61814,0.00136244,0.00136244,0.00136244
324,267.961,1.55815,1.36834,1.67827,0.01351,1,0.4975,0.04975,3.22597,3.95133,3.60713,0.00136046,0.00136046,0.00136046
325,268.776,1.27306,1.02645,1.35844,0.01351,1,0.4975,0.04975,3.22597,3.95133,3.60713,0.00135848,0.00135848,0.00135848
326,269.591,1.24073,1.08852,1.28758,0.01351,1,0.4975,0.04975,3.22597,3.95133,3.60713,0.0013565,0.0013565,0.0013565
327,270.381,1.30802,1.25304,1.3275,0.01351,1,0.4975,0.04975,3.22597,3.95133,3.60713,0.00135452,0.00135452,0.00135452
328,271.203,1.21999,1.3923,1.60601,0.01351,1,0.4975,0.04975,3.29203,4.06693,3.60801,0.00135254,0.00135254,0.00135254
329,271.997,1.38151,1.08969,1.63523,0.01351,1,0.4975,0.04975,3.29203,4.06693,3.60801,0.00135056,0.00135056,0.00135056
330,272.779,1.31418,1.23467,1.63949,0.01351,1,0.4975,0.04975,3.29203,4.06693,3.60801,0.00134858,0.00134858,0.00134858
331,273.59,1.33285,0.95239,1.31829,0.01351,1,0.4975,0.04975,3.29203,4.06693,3.60801,0.0013466,0.0013466,0.0013466
332,274.43,1.4275,1.02874,1.39685,0.01408,1,0.07107,0.00711,3.73379,3.78175,3.7743,0.00134462,0.00134462,0.00134462
333,275.238,1.43226,1.15528,1.3796,0.01408,1,0.07107,0.00711,3.73379,3.78175,3.7743,0.00134264,0.00134264,0.00134264
334,276.039,1.13914,1.03515,1.26754,0.01408,1,0.07107,0.00711,3.73379,3.78175,3.7743,0.00134066,0.00134066,0.00134066
335,276.831,1.09402,0.95465,1.25385,0.01408,1,0.07107,0.00711,3.73379,3.78175,3.7743,0.00133868,0.00133868,0.00133868
336,277.647,1.72921,1.3684,1.73516,0.01299,1,0.16583,0.01658,3.44904,3.59526,3.79821,0.0013367,0.0013367,0.0013367
337,278.442,1.4297,1.02746,1.67762,0.01299,1,0.16583,0.01658,3.44904,3.59526,3.79821,0.00133472,0.00133472,0.00133472
338,279.25,0.98035,0.90481,1.27545,0.01299,1,0.16583,0.01658,3.44904,3.59526,3.79821,0.00133274,0.00133274,0.00133274
339,280.022,1.3681,1.03743,1.43322,0.01299,1,0.16583,0.01658,3.44904,3.59526,3.79821,0.00133076,0.00133076,0.00133076
340,280.83,1.05726,1.03109,1.48256,0.01333,1,0.24875,0.02488,3.45201,3.34895,3.92489,0.00132878,0.00132878,0.00132878
341,281.62,1.1413,0.96443,1.26908,0.01333,1,0.24875,0.02488,3.45201,3.34895,3.92489,0.0013268,0.0013268,0.0013268
342,282.427,1.16834,1.00612,1.31122,0.01333,1,0.24875,0.02488,3.45201,3.34895,3.92489,0.00132482,0.00132482,0.00132482
343,283.221,1.53081,1.40644,1.61367,0.01333,1,0.24875,0.02488,3.45201,3.34895,3.92489,0.00132284,0.00132284,0.00132284
344,284.04,1.04242,0.91059,1.28758,0.01316,1,0.199,0.0199,3.37156,3.13654,3.99435,0.00132086,0.00132086,0.00132086
345,284.837,1.47794,1.04616,1.45071,0.01316,1,0.199,0.0199,3.37156,3.13654,3.99435,0.00131888,0.00131888,0.00131888
346,285.631,1.7098,1.31612,1.71858,0.01316,1,0.199,0.0199,3.37156,3.13654,3.99435,0.0013169,0.0013169,0.0013169
347,286.434,1.16535,0.97524,1.30636,0.01316,1,0.199,0.0199,3.37156,3.13654,3.99435,0.00131492,0.00131492,0.00131492
348,287.25,1.45129,1.07903,1.83952,0.01235,1,0.199,0.0398,3.30756,2.90657,4.11082,0.00131294,0.00131294,0.00131294
349,288.034,1.74415,1.69976,1.61402,0.01235,1,0.199,0.0398,3.30756,2.90657,4.11082,0.00131096,0.00131096,0.00131096
350,288.826,1.32379,1.02176,1.32606,0.01235,1,0.199,0.0398,3.30756,2.90657,4.11082,0.00130898,0.00130898,0.00130898
351,289.624,1.05156,0.8596,1.19517,0.01235,1,0.199,0.0398,3.30756,2.90657,4.11082,0.001307,0.001307,0.001307
352,290.44,1.11213,1.04811,1.34005,0.01235,1,0.199,0.0398,3.52058,2.76127,4.22645,0.00130502,0.00130502,0.00130502
353,291.232,1.19087,0.95266,1.43683,0.01235,1,0.199,0.0398,3.52058,2.76127,4.22645,0.00130304,0.00130304,0.00130304
354,292.025,1.38162,0.9454,1.35316,0.01235,1,0.199,0.0398,3.52058,2.76127,4.22645,0.00130106,0.00130106,0.00130106
355,292.818,1.10948,1.05101,1.37341,0.01235,1,0.199,0.0398,3.52058,2.76127,4.22645,0.00129908,0.00129908,0.00129908
356,293.644,1.1902,1.10738,1.43465,0.01235,1,0.199,0.0398,3.53064,2.69821,4.25782,0.0012971,0.0012971,0.0012971
357,294.442,1.29525,1.04915,1.53015,0.01235,1,0.199,0.0398,3.53064,2.69821,4.25782,0.00129512,0.00129512,0.00129512
358,295.225,1.24404,1.07174,1.55117,0.01235,1,0.199,0.0398,3.53064,2.69821,4.25782,0.00129314,0.00129314,0.00129314
359,296.001,1.14238,1.0329,1.26091,0.01235,1,0.199,0.0398,3.53064,2.69821,4.25782,0.00129116,0.00129116,0.00129116
360,296.809,1.17567,1.11708,1.60907,0.01235,1,0.199,0.0398,3.87066,2.79053,4.382,0.00128918,0.00128918,0.00128918
361,297.597,1.4356,1.19525,1.51502,0.01235,1,0.199,0.0398,3.87066,2.79053,4.382,0.0012872,0.0012872,0.0012872
362,298.389,1.29241,1.26415,1.73196,0.01235,1,0.199,0.0398,3.87066,2.79053,4.382,0.00128522,0.00128522,0.00128522
363,299.202,1.32951,1.18568,1.54029,0.01235,1,0.199,0.0398,3.87066,2.79053,4.382,0.00128324,0.00128324,0.00128324
364,299.996,1.14779,0.91255,1.272,0.01235,1,0.199,0.0398,4.00923,2.97536,4.4037,0.00128126,0.00128126,0.00128126
365,300.772,1.26659,0.97374,1.34402,0.01235,1,0.199,0.0398,4.00923,2.97536,4.4037,0.00127928,0.00127928,0.00127928
366,301.553,1.30849,1.02306,1.47263,0.01235,1,0.199,0.0398,4.00923,2.97536,4.4037,0.0012773,0.0012773,0.0012773
367,302.336,1.22394,0.98103,1.3486,0.01235,1,0.199,0.0398,4.00923,2.97536,4.4037,0.00127532,0.00127532,0.00127532
368,303.15,1.07298,0.955,1.39433,0.01235,1,0.199,0.0398,4.06347,2.93501,4.50652,0.00127334,0.00127334,0.00127334
369,303.925,1.22419,0.96276,1.49964,0.01235,1,0.199,0.0398,4.06347,2.93501,4.50652,0.00127136,0.00127136,0.00127136
370,304.712,1.28137,1.29422,1.49443,0.01235,1,0.199,0.0398,4.06347,2.93501,4.50652,0.00126938,0.00126938,0.00126938
371,305.485,1.05938,0.89144,1.19006,0.01235,1,0.199,0.0398,4.06347,2.93501,4.50652,0.0012674,0.0012674,0.0012674
372,306.279,0.91424,0.82213,1.28337,0.01235,1,0.199,0.0398,4.0162,2.98795,4.22686,0.00126542,0.00126542,0.00126542
373,307.06,1.23694,1.07048,1.3415,0.01235,1,0.199,0.0398,4.0162,2.98795,4.22686,0.00126344,0.00126344,0.00126344
374,307.854,1.26267,1.00203,1.46008,0.01235,1,0.199,0.0398,4.0162,2.98795,4.22686,0.00126146,0.00126146,0.00126146
375,308.646,1.15641,0.86503,1.28634,0.01235,1,0.199,0.0398,4.0162,2.98795,4.22686,0.00125948,0.00125948,0.00125948
376,309.454,1.3462,1.08439,1.39686,0.01235,1,0.199,0.0398,3.83675,3.06682,3.87456,0.0012575,0.0012575,0.0012575
377,310.241,1.1781,1.02803,1.53186,0.01235,1,0.199,0.0398,3.83675,3.06682,3.87456,0.00125552,0.00125552,0.00125552
378,311.016,1.24304,1.02956,1.61504,0.01235,1,0.199,0.0398,3.83675,3.06682,3.87456,0.00125354,0.00125354,0.00125354
379,311.818,1.38815,1.12802,1.31785,0.01235,1,0.199,0.0398,3.83675,3.06682,3.87456,0.00125156,0.00125156,0.00125156
380,312.644,1.03118,0.9385,1.15852,0.01235,1,0.199,0.0398,3.74825,3.30082,3.712,0.00124958,0.00124958,0.00124958
381,313.428,1.22743,0.99944,1.40222,0.01235,1,0.199,0.0398,3.74825,3.30082,3.712,0.0012476,0.0012476,0.0012476
382,314.225,1.29851,1.04135,1.47044,0.01235,1,0.199,0.0398,3.74825,3.30082,3.712,0.00124562,0.00124562,0.00124562
383,315.02,1.06721,0.94857,1.36937,0.01235,1,0.199,0.0398,3.74825,3.30082,3.712,0.00124364,0.00124364,0.00124364
384,315.836,1.15972,1.02242,1.328,0.01235,1,0.199,0.0398,3.29949,3.57297,3.69719,0.00124166,0.00124166,0.00124166
385,316.658,0.91371,0.88738,1.16353,0.01235,1,0.199,0.0398,3.29949,3.57297,3.69719,0.00123968,0.00123968,0.00123968
386,317.479,1.09226,0.90741,1.25888,0.01235,1,0.199,0.0398,3.29949,3.57297,3.69719,0.0012377,0.0012377,0.0012377
387,318.262,1.38096,1.20472,1.40854,0.01235,1,0.199,0.0398,3.29949,3.57297,3.69719,0.00123572,0.00123572,0.00123572
388,319.09,1.18316,1.13841,1.50996,0.01235,1,0.199,0.0398,3.81778,3.44899,3.7924,0.00123374,0.00123374,0.00123374
389,319.884,1.28459,0.93078,1.36861,0.01235,1,0.199,0.0398,3.81778,3.44899,3.7924,0.00123176,0.00123176,0.00123176
390,320.676,1.23421,0.9459,1.22319,0.01235,1,0.199,0.0398,3.81778,3.44899,3.7924,0.00122978,0.00122978,0.00122978
391,321.466,1.01522,0.86071,1.37162,0.01235,1,0.199,0.0398,3.81778,3.44899,3.7924,0.0012278,0.0012278,0.0012278
392,322.294,1.48087,1.11498,1.50601,0.01235,1,0.199,0.0398,4.16454,3.18646,4.03477,0.00122582,0.00122582,0.00122582
393,323.08,1.32481,0.94257,1.30163,0.01235,1,0.199,0.0398,4.16454,3.18646,4.03477,0.00122384,0.00122384,0.00122384
394,323.868,1.02532,0.92212,1.12927,0.01235,1,0.199,0.0398,4.16454,3.18646,4.03477,0.00122186,0.00122186,0.00122186
395,324.669,1.15257,1.04297,1.28061,0.01235,1,0.199,0.0398,4.16454,3.18646,4.03477,0.00121988,0.00121988,0.00121988
396,325.484,1.2137,0.93971,1.45656,0.01235,1,0.199,0.0398,4.4715,2.76998,4.43785,0.0012179,0.0012179,0.0012179
397,326.252,1.08221,0.92819,1.308,0.01235,1,0.199,0.0398,4.4715,2.76998,4.43785,0.00121592,0.00121592,0.00121592
